id,clave_sat,state_id/id,name
cfd_mx.res_country_state_municipio_010TAM,010,TAM,Cruillas
cfd_mx.res_country_state_municipio_010TLA,010,TLA,Chiautempan
cfd_mx.res_country_state_municipio_010VER,010,VER,Altotonga
cfd_mx.res_country_state_municipio_010YUC,010,YUC,Cantamayec
cfd_mx.res_country_state_municipio_010ZAC,010,ZAC,Fresnillo
cfd_mx.res_country_state_municipio_011AGU,011,AGU,San Francisco de los Romo
cfd_mx.res_country_state_municipio_011CAM,011,CAM,Candelaria
cfd_mx.res_country_state_municipio_011COA,011,COA,General Cepeda
cfd_mx.res_country_state_municipio_011CHH,011,CHH,Camargo
cfd_mx.res_country_state_municipio_011CHP,011,CHP,Bella Vista
cfd_mx.res_country_state_municipio_011DIF,011,DIF,Tláhuac
cfd_mx.res_country_state_municipio_011DUR,011,DUR,Indé
cfd_mx.res_country_state_municipio_011GRO,011,GRO,Atoyac de Álvarez
cfd_mx.res_country_state_municipio_011GUA,011,GUA,Cortazar
cfd_mx.res_country_state_municipio_011HID,011,HID,Atlapexco
cfd_mx.res_country_state_municipio_011JAL,011,JAL,Atengo
cfd_mx.res_country_state_municipio_011MEX,011,MEX,Atenco
cfd_mx.res_country_state_municipio_011MIC,011,MIC,Briseñas
cfd_mx.res_country_state_municipio_011MOR,011,MOR,Jiutepec
cfd_mx.res_country_state_municipio_011NAY,011,NAY,Ruíz
cfd_mx.res_country_state_municipio_011NLE,011,NLE,Cerralvo
cfd_mx.res_country_state_municipio_011OAX,011,OAX,Calihualá
cfd_mx.res_country_state_municipio_011PUE,011,PUE,Albino Zertuche
cfd_mx.res_country_state_municipio_011QUE,011,QUE,El Marqués
cfd_mx.res_country_state_municipio_011ROO,011,ROO,Puerto Morelos
cfd_mx.res_country_state_municipio_011SIN,011,SIN,Guasave
cfd_mx.res_country_state_municipio_011SLP,011,SLP,Ciudad Fernández
cfd_mx.res_country_state_municipio_011SON,011,SON,Bacoachi
cfd_mx.res_country_state_municipio_011TAB,011,TAB,Jonuta
cfd_mx.res_country_state_municipio_011TAM,011,TAM,Gómez Farías
cfd_mx.res_country_state_municipio_011TLA,011,TLA,Muñoz de Domingo Arenas
cfd_mx.res_country_state_municipio_011VER,011,VER,Alvarado
cfd_mx.res_country_state_municipio_011YUC,011,YUC,Celestún
cfd_mx.res_country_state_municipio_011ZAC,011,ZAC,Trinidad García de la Cadena
cfd_mx.res_country_state_municipio_012COA,012,COA,Guerrero
cfd_mx.res_country_state_municipio_012CHH,012,CHH,Carichí
cfd_mx.res_country_state_municipio_012CHP,012,CHP,Berriozábal
cfd_mx.res_country_state_municipio_012DIF,012,DIF,Tlalpan
cfd_mx.res_country_state_municipio_012DUR,012,DUR,Lerdo
cfd_mx.res_country_state_municipio_012GRO,012,GRO,Ayutla de los Libres
cfd_mx.res_country_state_municipio_012GUA,012,GUA,Cuerámaro
cfd_mx.res_country_state_municipio_012HID,012,HID,Atotonilco el Grande
cfd_mx.res_country_state_municipio_012JAL,012,JAL,Atenguillo
cfd_mx.res_country_state_municipio_012MEX,012,MEX,Atizapán
cfd_mx.res_country_state_municipio_012MIC,012,MIC,Buenavista
cfd_mx.res_country_state_municipio_012MOR,012,MOR,Jojutla
cfd_mx.res_country_state_municipio_012NAY,012,NAY,San Blas
cfd_mx.res_country_state_municipio_012NLE,012,NLE,Ciénega de Flores
cfd_mx.res_country_state_municipio_012OAX,012,OAX,Candelaria Loxicha
cfd_mx.res_country_state_municipio_012PUE,012,PUE,Aljojuca
cfd_mx.res_country_state_municipio_012QUE,012,QUE,Pedro Escobedo
cfd_mx.res_country_state_municipio_012SIN,012,SIN,Mazatlán
cfd_mx.res_country_state_municipio_012SLP,012,SLP,Tancanhuitz
cfd_mx.res_country_state_municipio_012SON,012,SON,Bácum
cfd_mx.res_country_state_municipio_012TAB,012,TAB,Macuspana
cfd_mx.res_country_state_municipio_012TAM,012,TAM,González
cfd_mx.res_country_state_municipio_012TLA,012,TLA,Españita
cfd_mx.res_country_state_municipio_012VER,012,VER,Amatitlán
cfd_mx.res_country_state_municipio_012YUC,012,YUC,Cenotillo
cfd_mx.res_country_state_municipio_012ZAC,012,ZAC,Genaro Codina
cfd_mx.res_country_state_municipio_013COA,013,COA,Hidalgo
cfd_mx.res_country_state_municipio_013CHH,013,CHH,Casas Grandes
cfd_mx.res_country_state_municipio_013CHP,013,CHP,Bochil
cfd_mx.res_country_state_municipio_013DIF,013,DIF,Xochimilco
cfd_mx.res_country_state_municipio_013DUR,013,DUR,Mapimí
cfd_mx.res_country_state_municipio_013GRO,013,GRO,Azoyú
cfd_mx.res_country_state_municipio_013GUA,013,GUA,Doctor Mora
cfd_mx.res_country_state_municipio_013HID,013,HID,Atotonilco de Tula
cfd_mx.res_country_state_municipio_013JAL,013,JAL,Atotonilco el Alto
cfd_mx.res_country_state_municipio_013MEX,013,MEX,Atizapán de Zaragoza
cfd_mx.res_country_state_municipio_013MIC,013,MIC,Carácuaro
cfd_mx.res_country_state_municipio_013MOR,013,MOR,Jonacatepec
cfd_mx.res_country_state_municipio_013NAY,013,NAY,San Pedro Lagunillas
cfd_mx.res_country_state_municipio_013NLE,013,NLE,China
cfd_mx.res_country_state_municipio_013OAX,013,OAX,Ciénega de Zimatlán
cfd_mx.res_country_state_municipio_013PUE,013,PUE,Altepexi
cfd_mx.res_country_state_municipio_013QUE,013,QUE,Peñamiller
cfd_mx.res_country_state_municipio_013SIN,013,SIN,Mocorito
cfd_mx.res_country_state_municipio_013SLP,013,SLP,Ciudad Valles
cfd_mx.res_country_state_municipio_013SON,013,SON,Banámichi
cfd_mx.res_country_state_municipio_013TAB,013,TAB,Nacajuca
cfd_mx.res_country_state_municipio_013TAM,013,TAM,Güémez
cfd_mx.res_country_state_municipio_013TLA,013,TLA,Huamantla
cfd_mx.res_country_state_municipio_013VER,013,VER,Naranjos Amatlán
cfd_mx.res_country_state_municipio_013YUC,013,YUC,Conkal
cfd_mx.res_country_state_municipio_013ZAC,013,ZAC,General Enrique Estrada
cfd_mx.res_country_state_municipio_014COA,014,COA,Jiménez
cfd_mx.res_country_state_municipio_014CHH,014,CHH,Coronado
cfd_mx.res_country_state_municipio_014CHP,014,CHP,El Bosque
cfd_mx.res_country_state_municipio_014DIF,014,DIF,Benito Juárez
cfd_mx.res_country_state_municipio_014DUR,014,DUR,Mezquital
